end_station_name,end_lat,end_lng,casual_stops,percent_of_casual_stops
Evans Ave & 75th St,41.758489999999995,-87.60641000000001,18,0.0010044519542728829
Public Rack - Mango & Higgins,41.971722,-87.77228800000003,18,0.0010044519542728829
Public Rack - Kedzie Ave & 64th St - SW,41.777031,-87.703223,17,0.0009486490679243893
Public Rack - Bernard St & Foster Ave,41.97563530000001,-87.7126762,17,0.0009486490679243893
Public Rack - Sawyer Ave & Lawrence Ave,41.9683,-87.709435,17,0.0009486490679243893
Public Rack - Milwaukee Ave & Addison St,41.946509999999996,-87.735721,17,0.0009486490679243893
Public Rack - Kedzie Ave & 64th St - SE,41.776984999999996,-87.702916,17,0.0009486490679243893
Kostner Ave & Adams St,41.877917000000004,-87.73573699999999,17,0.0009486490679243893
Public Rack - Western Ave & 100th St,41.711666,-87.681963,17,0.0009486490679243893
Public Rack - Walden Pkwy & 103rd St,41.706205,-87.66896499999999,17,0.0009486490679243893
Public Rack - Tripp Ave & North Ave,41.909953949999995,-87.73271446,17,0.0009486490679243893
Lake/Morgan Corral,41.8854978,-87.65231570000002,17,0.0009486490679243893
Public Rack - Sacramento Ave & Devon Ave,41.997575,-87.70464899999999,17,0.0009486490679243893
Public Rack - State ST & 42nd St,41.819067,-87.626417,17,0.0009486490679243893
Stewart Ave & 63rd St,41.779835,-87.634774,17,0.0009486490679243893
Front Ave & 115th St,41.68577,-87.61248,17,0.0009486490679243893
Stewart Ave & 83rd St,41.74371699999998,-87.634088,17,0.0009486490679243893
Public Rack - Spaulding Ave & Bryn Mawr Ave,41.98296400000001,-87.71144100000001,16,0.0008928461815758959
Public Rack - Avers & Lawrence,41.968420000000016,-87.72446000000001,16,0.0008928461815758959
Rhodes Ave & 71st St,41.76599999999999,-87.611726,16,0.0008928461815758959
Public Rack - Calumet Ave & 51st St,41.80222100000001,-87.61845700000002,16,0.0008928461815758959
North Ave & New England Ave,41.9092204,-87.79714060000002,16,0.0008928461815758959
Addison Red Line Corral,41.947197599999996,-87.65395140000004,16,0.0008928461815758959
Public Rack - Norwood Park Station ,41.991899999999994,-87.79916000000001,16,0.0008928461815758959
Wabash Ave & 83rd St,41.743359762253235,-87.62284398078917,16,0.0008928461815758959
Public Rack - Kenmore Ave & Armitage Ave,41.918211720000016,-87.65452851000003,16,0.0008928461815758959
Bradley Park,41.717878301935,-87.56459176540375,16,0.0008928461815758959
Halsted St & 83rd St,41.743069999999996,-87.64370000000001,16,0.0008928461815758959
Public Rack - Forest Glen Station ,41.97871000000001,-87.75552,16,0.0008928461815758959
Public Rack - Avondale Ave & Addison St,41.94655000000001,-87.719827,16,0.0008928461815758959
Lavergne Ave & Archer Ave,41.798159999999996,-87.74771999999999,15,0.0008370432952274024
Public Rack - Hiawatha & Mendota,42.006989999999995,-87.77800699999999,15,0.0008370432952274024
St. Louis Ave & 71st St,41.764354000000004,-87.710121,15,0.0008370432952274024
Menard Ave & North Ave,41.9097167,-87.7702037,15,0.0008370432952274024
Commercial Ave & 97th St,41.71893,-87.55112,15,0.0008370432952274024
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY),41.734928999999994,-87.731187,15,0.0008370432952274024
Public Rack - Drake Ave & Leland Ave,41.96598530000002,-87.716876,15,0.0008370432952274024
Public Rack - Pulaski Rd & Armitage Ave,41.917019999999994,-87.727096,15,0.0008370432952274024
Damen Ave & 74th St,41.75927403933124,-87.67363429069519,15,0.0008370432952274024
Public Rack - Pulaski Rd & Lake St,41.885577,-87.72605999999999,15,0.0008370432952274024
Public Rack - Bryn Mawr Ave & Spaulding Ave,41.9830926,-87.71158449999999,15,0.0008370432952274024
Public Rack - Central Ave & Pensacola Ave,41.9600246,-87.76713709999999,15,0.0008370432952274024
Springfield Ave & 47th St,41.808070779999994,-87.72122412000002,15,0.0008370432952274024
Laramie Ave & Gladys Ave,41.875806000000004,-87.755285,15,0.0008370432952274024
Public Rack - Jeffrey Blvd & 71st St,41.76633300000001,-87.576154,15,0.0008370432952274024
Public Rack - Milwaukee Ave & Sunnyside Ave,41.96252220000001,-87.7560059,14,0.0007812404088789088
Public Rack - Central & Leland,41.965408,-87.767339,14,0.0007812404088789088
State St & 76th St,41.756971,-87.62462099999999,14,0.0007812404088789088
Vincennes Ave & 75th St,41.75797,-87.63121,14,0.0007812404088789088
Indiana Ave & 133rd St,41.65380000000001,-87.61719,14,0.0007812404088789088
Public Rack - Kedzie Ave & Chicago Ave,41.895559999999996,-87.70641,14,0.0007812404088789088
Troy St & Jackson Blvd,41.87750499999999,-87.70484999999998,14,0.0007812404088789088
Public Rack - Ewing Ave & 107th St,41.700378,-87.535276,14,0.0007812404088789088
Public Rack - Jensen Park,41.964864000000006,-87.72077399999999,14,0.0007812404088789088
Public Rack - Homan Ave & Lake St,41.884739999999994,-87.71135699999999,14,0.0007812404088789088
Loomis St & 89th St,41.73237975329554,-87.65806943178177,14,0.0007812404088789088
Public Rack - Milwaukee Ave & Lawrence Ave,41.967385700000015,-87.76016989999998,14,0.0007812404088789088
Michigan Ave & 114th St,41.687014794671185,-87.62105226516724,13,0.0007254375225304154
Major Taylor Trail & 124th St,41.66869635332246,-87.63711333274841,13,0.0007254375225304154
Public Rack - Linder Ave & 64th Pl,41.775524,-87.757972,13,0.0007254375225304154
Public Rack - Ford City Mall,41.757154,-87.741409,13,0.0007254375225304154
Lavergne Ave & 44th St,41.81311,-87.74868999999998,13,0.0007254375225304154
Public Rack - Irving Park Rd & Leclaire Ave,41.95341800000001,-87.75484099999998,13,0.0007254375225304154
Public Rack - Avers Ave & Ogden Ave,41.852642,-87.72103,13,0.0007254375225304154
Burley Ave & 91st St,41.73054,-87.54557999999999,13,0.0007254375225304154
Public Rack - Jeffery Blvd & 67th St,41.773259,-87.57666399999998,13,0.0007254375225304154
Kildare & Cermak,41.851413999999984,-87.73215000000002,13,0.0007254375225304154
Public Rack - Lotus Ave & Lawrence Ave,41.96765350000001,-87.76362980000003,13,0.0007254375225304154
Public Rack - Trumbull Ave & 111th St,41.691596,-87.70739699999999,13,0.0007254375225304154
Kedzie Ave & 104th St,41.70378981538462,-87.70138436923077,13,0.0007254375225304154
Public Rack - Western Ave & Chicago Ave,41.89582300000001,-87.68713000000001,13,0.0007254375225304154
Public Rack - Pulaski Rd & 44th St,41.81289999999999,-87.7225,12,0.0006696346361819218
Steelworkers Park (Updated),41.737948,-87.53083599999998,12,0.0006696346361819218
Public Rack - Western Ave & 92nd Pl,41.725538,-87.681968,12,0.0006696346361819218
Public Rack - S. Kilpatrick and W. 79th,41.74929999999999,-87.73958,12,0.0006696346361819218
Komensky Ave & 55th St,41.79327899999999,-87.724189,12,0.0006696346361819218
Public Rack - St Louis Ave & Berteau Ave,41.958373,-87.715685,12,0.0006696346361819218
Manistee Ave & 95th St,41.7226,-87.55692,12,0.0006696346361819218
Public Rack - Princeton Ave & 43rd St,41.81588299999999,-87.633718,12,0.0006696346361819218
Public Rack - Monticello & Lawrence,41.968213999999996,-87.71954099999999,12,0.0006696346361819218
Commercial Ave & 100th St,41.71331739547703,-87.55109757184982,12,0.0006696346361819218
Public Rack - California Ave & Ogden Ave,41.8608706,-87.69568100000001,12,0.0006696346361819218
Troy St & 27th St,41.84266,-87.70405,12,0.0006696346361819218
Laramie Ave & Augusta Blvd,41.89865,-87.75546999999999,12,0.0006696346361819218
Fullerton & Monitor,41.9237918,-87.77231159999998,11,0.0006138317498334284
Michigan Ave & 108th St,41.69815,-87.62111000000002,11,0.0006138317498334284
Homan Ave & Fillmore St,41.8681132328767,-87.71091118219177,11,0.0006138317498334284
Public Rack - Milwaukee Ave & Pensacola Ave,41.95951079999999,-87.75339579999999,11,0.0006138317498334284
Pulaski Rd & 60th St,41.784186,-87.72256399999999,11,0.0006138317498334284
Public Rack - Orleans St & Chicago Ave,41.896443760000004,-87.63797544,11,0.0006138317498334284
Public Rack - Washington Park Ct & 51st St,41.8021917,-87.61514440000002,11,0.0006138317498334284
Public Rack - Linder & Elston,41.983559,-87.76577,11,0.0006138317498334284
Public Rack - Kenneth & Carmen,41.972642,-87.739239,11,0.0006138317498334284
Public Rack - Mont Clare Ave & Higgins Ave,41.98060199999999,-87.80496300000001,11,0.0006138317498334284
Eberhart Ave & 131st St,41.658413151101065,-87.61071089698817,11,0.0006138317498334284
Public Rack - Irving Park Rd & Menard Ave,41.953233899999994,-87.7721894,11,0.0006138317498334284
Public Rack - Peterson Park,41.97870999999999,-87.75551999999999,11,0.0006138317498334284
Public Rack - Christiana Ave & 55th St,41.793307,-87.707702,11,0.0006138317498334284
Public Rack - Hollywood Park,41.98929,-87.71182000000002,11,0.0006138317498334284
Public Rack - Central Park Ave & Fulton Blvd,41.8861512,-87.7155114,11,0.0006138317498334284
Public Rack - N. Oakview and W. Gregory St,41.9801,-87.84396,11,0.0006138317498334284
Public Rack - Milwaukee Ave & Kennedy Expy,41.9712722,-87.76388690000002,11,0.0006138317498334284
Summit Ave & 86th St,41.737848476733404,-87.64489978551862,10,0.0005580288634849348
Damen Ave & 33rd St,41.83410800000001,-87.67558999999999,10,0.0005580288634849348
Carpenter St & 63rd St,41.77987,-87.650919,10,0.0005580288634849348
Wentworth Ave & 111th St,41.69259,-87.62825,10,0.0005580288634849348
Stony Island Ave & South Chicago Ave,41.751173,-87.585337,10,0.0005580288634849348
Public Rack - Ottowa Ave & Touhy Ave,42.011492200000006,-87.8182017,10,0.0005580288634849348
Public Rack - King Dr & Oakwood Blvd,41.822827,-87.61648600000001,10,0.0005580288634849348
Ada St & 113th Pl,41.68759,-87.65540999999999,10,0.0005580288634849348
Public Rack - Nashotah & Northwest Hwy,41.988140999999985,-87.79144699999999,10,0.0005580288634849348
MLK Dr & 111th St,41.692629999999994,-87.6136,10,0.0005580288634849348
Public Rack - Oak Park Ave & Foster Ave,41.9746022,-87.8119558,10,0.0005580288634849348
Martin Luther King Dr & 111th St,41.69263895647178,-87.61367386484746,10,0.0005580288634849348
Hubbard St Depot Public Rack,41.889777200000005,-87.68035099999999,10,0.0005580288634849348
Public Rack - Western Ave & Jarvis Ave,42.016397999999995,-87.69037599999999,10,0.0005580288634849348
Public Rack - Keystone Ave & North Ave,41.909623,-87.727951,10,0.0005580288634849348
Sacramento Blvd & Polk St,41.87095899999999,-87.700259,10,0.0005580288634849348
Mango Ave & Grand Ave,41.91965055,-87.76941355,9,0.0005022259771364414
Public Rack - South Boulevard Beach,42.027305,-87.6683105,9,0.0005022259771364414
Torrence Ave & 106th St,41.702800850225906,-87.55972623825073,9,0.0005022259771364414
Public Rack - Leclaire Ave & Division St,41.90205,-87.75304999999999,9,0.0005022259771364414
Public Rack - Oketo & Talcott,41.988596,-87.812525,9,0.0005022259771364414
Public Rack - Chase Ave & Touhy Ave - NE,42.014539000000006,-87.69013590000002,9,0.0005022259771364414
Public Rack - Imlay & Milwaukee,41.998982999999996,-87.78955999999998,9,0.0005022259771364414
Public Rack - Christiana & Lincoln,41.99346,-87.71273399999998,9,0.0005022259771364414
Public Rack - Central Park & Peterson,41.990092999999995,-87.718753,9,0.0005022259771364414
Ave H & 110th St,41.69553,-87.53304,9,0.0005022259771364414
Public Rack - Wentworth Ave & 103rd St,41.70725699999999,-87.627826,9,0.0005022259771364414
Public Rack - Penn Elementary School / KIPP Ascend Middle School,41.8586742,-87.72238349999999,9,0.0005022259771364414
Shields Ave & 57th St,41.79075999999999,-87.6345,9,0.0005022259771364414
Public Rack - Laramie Ave & Belmont Ave,41.93868550000001,-87.75563,9,0.0005022259771364414
Public Rack - St Louis & Lincoln,41.995652,-87.71632799999999,9,0.0005022259771364414
Public Rack - Hamlin Ave & Madison St,41.880833,-87.72079700000002,9,0.0005022259771364414
Public Rack - Milwaukee Ave & Leland Ave,41.96611239999999,-87.7593376,9,0.0005022259771364414
Steelworkers Park Public Rack,41.73794800000001,-87.53083600000001,9,0.0005022259771364414
New England Ave & North Ave,41.90929,-87.79715000000002,9,0.0005022259771364414
Harlem Ave & Roscoe St,41.941590000000005,-87.80719999999998,9,0.0005022259771364414
Public Rack - California Ave & Devon Ave - NE,41.99826000000001,-87.69948100000002,9,0.0005022259771364414
Public Rack - Lynch & Elston,41.980931,-87.761302,9,0.0005022259771364414
Public Rack - Woodlawn Ave & 63rd St S,41.779484000000004,-87.59602799999999,9,0.0005022259771364414
Public Rack - Delphina & Foster,41.9736,-87.84109800000002,9,0.0005022259771364414
Public Rack - Plainfield Ave & Irving Park Rd,41.952133,-87.833817,8,0.00044642309078794795
Public Rack - Cicero & 64th,41.77643,-87.742389,8,0.00044642309078794795
Public Rack - Kenton & Lawrence,41.967988999999996,-87.74304899999998,8,0.00044642309078794795
Public Rack - Odell & Talcott,41.98731,-87.81023,8,0.00044642309078794795
Public Rack - Natoma Ave & 61st St,41.780936,-87.787643,8,0.00044642309078794795
Public Rack - Talman Ave & 51st St,41.800908,-87.690802,8,0.00044642309078794795
Western Ave & 81st St,41.74642600000001,-87.68312299999998,8,0.00044642309078794795
Public Rack - Central & Prescott,41.992794,-87.765586,8,0.00044642309078794795
Marshfield Ave & 59th St,41.786833,-87.66621499999998,8,0.00044642309078794795
Public Rack - Chappel Ave & 71st St,41.766366,-87.575287,8,0.00044642309078794795
Lake/Sangamon Corral,41.885469300000004,-87.65089409999999,8,0.00044642309078794795
Public Rack - 63rd Pl & Narraganssett Ave,41.77658579999999,-87.7820753,8,0.00044642309078794795
Public Rack - Kostner Ave & Diversey Ave,41.931803,-87.737285,8,0.00044642309078794795
Public Rack - California Ave & Devon Ave - NW,41.998481,-87.69985,8,0.00044642309078794795
Public Rack - Melvina & Foster,41.975596,-87.78348400000002,8,0.00044642309078794795
Public Rack - Throop St & 58th St,41.788541,-87.65621,8,0.00044642309078794795
Public Rack - Nordica Ave & Addison St,41.945428,-87.803458,8,0.00044642309078794795
South Chicago Ave & Elliot Ave,41.747363,-87.580046,8,0.00044642309078794795
Public Rack - Melvina Ave & Belmont Ave,41.9384207,-87.7813896,8,0.00044642309078794795
Public Rack - Overhill Ave & Touhy Ave,42.0114627,-87.81900973,8,0.00044642309078794795
Public Rack - Strohacker Park,41.79482,-87.73211199999999,8,0.00044642309078794795
Public Rack - Wilbur Wright College South,41.95828,-87.78745000000002,7,0.0003906202044394544
Daley Center Plaza Corral,41.8841951,-87.629701,7,0.0003906202044394544
Public Rack - Maplewood Ave & Chicago Ave,41.892492,-87.69157399999999,7,0.0003906202044394544
Public Rack - Ewing Ave & 99th St,41.715961400000005,-87.5351111,7,0.0003906202044394544
Public Rack - Pullman - Planet Fitness,41.69782,-87.59779,7,0.0003906202044394544
Public Rack - Evans Ave & 63rd St,41.78050600000002,-87.607519,7,0.0003906202044394544
Public Rack - Northwest Hwy & Neva Ave,41.9958546,-87.8050971,7,0.0003906202044394544
Public Rack - Chase Ave & Touhy Ave - NW,42.014271,-87.69040800000002,7,0.0003906202044394544
Michigan Ave & 113th St,41.68905,-87.62079,7,0.0003906202044394544
Public Rack - N Narragansett Ave & Grand Ave,41.92258040000001,-87.7849799,7,0.0003906202044394544
Public Rack - Kimball & Ardmore,41.98702400000001,-87.71397000000002,7,0.0003906202044394544
Avers Ave & 103rd St,41.705862995555556,-87.71709551133333,7,0.0003906202044394544
Public Rack - 85th Pl & Pulaski Rd,41.737389,-87.721334,7,0.0003906202044394544
Public Rack - Kedvale Ave & 63rd St W,41.778761,-87.726892,7,0.0003906202044394544
Public Rack - Emerald Ave & 45th St,41.812380999999995,-87.644633,7,0.0003906202044394544
Public Rack - Lighthouse Beach,42.0647467,-87.6757017,7,0.0003906202044394544
Public Rack - 63rd St and Nagle Ave,41.7776014,-87.78221579999999,7,0.0003906202044394544
Public Rack - Central Ave & Corcoran Pl,41.887342,-87.765041,6,0.0003348173180909609
Public Rack - Langley Ave & 49th St,41.805217999999996,-87.60907599999997,6,0.0003348173180909609
Public Rack - Ashland Ave & 46th St,41.810537,-87.665404,6,0.0003348173180909609
Yates Ave & 95th St,41.72237,-87.56478,6,0.0003348173180909609
Public Rack - Natoma Ave & Bryn Mawr Ave,41.982886,-87.790461,6,0.0003348173180909609
Public Rack - Pullman - Walmart,41.69696,-87.59829,6,0.0003348173180909609
Public Rack - Mulligan & Northwest Hwy,41.985317,-87.786721,6,0.0003348173180909609
Public Rack - Nordica & Archer,41.792212,-87.797662,6,0.0003348173180909609
Public Rack - Damen Ave & 47th St,41.808884,-87.67513,6,0.0003348173180909609
Public Rack - 4810 Keeler Ave,41.968578099999995,-87.73303579999998,6,0.0003348173180909609
Public Rack - Prairie Ave & Garfield Blvd S,41.794344,-87.619062,6,0.0003348173180909609
Public Rack - Octavia Ave & Touhy Ave,42.01173846,-87.80832137,6,0.0003348173180909609
Public Rack - Sayer & Northwest Hwy,41.99434000000001,-87.802532,6,0.0003348173180909609
Public Rack - Neva Ave & Grand Ave,41.923604000000005,-87.804659,6,0.0003348173180909609
Public Rack - Justine St & 87th St,41.736018999999985,-87.66243,6,0.0003348173180909609
Public Rack - Winona St & Elston Ave,41.974342699999994,-87.75038739999998,6,0.0003348173180909609
Public Rack - Western Ave & 47th Pl,41.808038,-87.68470900000003,6,0.0003348173180909609
Lake/Carpenter Corral,41.8857214,-87.6533778,6,0.0003348173180909609
Hubbard St Depot,41.88977720000001,-87.68035099999999,6,0.0003348173180909609
Public Rack - Lawndale Ave & Polk St,41.8707651,-87.7183735,6,0.0003348173180909609
Public Rack - Fullerton Ave & Narragansett Ave,41.92373899999999,-87.78583499999999,6,0.0003348173180909609
Public Rack - Halsted St & 102nd St,41.70794,-87.64317700000001,6,0.0003348173180909609
Public Rack - Western Ave & 105th St,41.702609,-87.68149200000002,6,0.0003348173180909609
Public Rack - Legler Regional Library,41.879312,-87.725428,6,0.0003348173180909609
Public Rack - Hoyne Ave & 51st St,41.80100099999999,-87.67677300000001,6,0.0003348173180909609
Public Rack - Avenue M & 132nd St,41.655691999999995,-87.537595,6,0.0003348173180909609
Public Rack - Narragansett Ave & Fullerton Ave,41.92378,-87.7843998,6,0.0003348173180909609
Public Rack - Campbell Ave & Pratt Blvd,42.00507,-87.692643,6,0.0003348173180909609
Public Rack - Langley Ave & 105th Pl,41.702472,-87.606477,6,0.0003348173180909609
Public Rack - Kildare Ave & Washignton Blvd,41.88183800000001,-87.733661,6,0.0003348173180909609
Public Rack - Cicero Ave & Cortland St - midblock,41.91582,-87.746074,5,0.0002790144317424674
Public Rack - Laramie Ave & Grand Ave,41.917002,-87.755972,5,0.0002790144317424674
Public Rack - Elston Ave & Gunnison St,41.9685781,-87.7405685,5,0.0002790144317424674
Franciso Ave & Bloomingdale Ave,41.91395999999999,-87.69939999999998,5,0.0002790144317424674
Public Rack - Menard Ave & Belmont Ave,41.9384526,-87.77110089999998,5,0.0002790144317424674
Public Rack - Whipple St & 63rd St,41.77888000000001,-87.69981099999998,5,0.0002790144317424674
Public Rack - Pulaski Rd & Roosevelt Rd,41.866103,-87.724463,5,0.0002790144317424674
Public Rack - Michigan Ave & 119th St,41.677934,-87.620754,5,0.0002790144317424674
Public Rack - Northwest Hwy & Bryn Mawr,41.98300799999999,-87.78263400000002,5,0.0002790144317424674
Public Rack - Mason Ave & Milwaukee Ave,41.985683,-87.777065,5,0.0002790144317424674
Public Rack - Christiana Ave & Bryn Mawr Ave,41.98283800000001,-87.71232999999998,5,0.0002790144317424674
Public Rack - Eli Whitney Public School,41.840249,-87.72547199999998,5,0.0002790144317424674
Lake/Aberdeen Corral,41.8856975,-87.65453649999998,5,0.0002790144317424674
Public Rack - Canfield & Victoria,41.985067,-87.823171,5,0.0002790144317424674
Public Rack - Komensky Ave & 59th St,41.78611570864197,-87.72361537283952,5,0.0002790144317424674
Public Rack - Irving Park Rd & Austin Ave,41.953139,-87.777118,5,0.0002790144317424674
Public Rack - Avers & Granville,41.993947,-87.725095,5,0.0002790144317424674
Public Rack - Karlov Ave & Lawrence Ave,41.9683053,-87.7300646,5,0.0002790144317424674
Public Rack - Austin Ave & Archer Ave,41.794209,-87.7716154,5,0.0002790144317424674
Public Rack - Kedzie Ave & 58th St,41.788263,-87.703576,5,0.0002790144317424674
Public Rack - Hiawatha Ave & Minnehaha Ave,41.999522400000004,-87.76048990000001,5,0.0002790144317424674
Ada St & 113th Place,41.68759,-87.65541,5,0.0002790144317424674
Public Rack - Kedzie Ave & 54th St - SE,41.794326000000005,-87.703471,5,0.0002790144317424674
Public Rack - Mackinaw Ave & 108th St,41.699008,-87.54283300000002,5,0.0002790144317424674
Public Rack - Wood St & 47th St,41.80864,-87.66997400000001,5,0.0002790144317424674
Public Rack - Norwood Park,41.98660399999999,-87.79394,5,0.0002790144317424674
Public Rack - Linder Ave & Archer Ave,41.796005,-87.759575,5,0.0002790144317424674
Public Rack - Midway Orange Line,41.78589399999999,-87.73803099999999,5,0.0002790144317424674
Public Rack - Division St & Christiana Ave,41.902539999999995,-87.71085,5,0.0002790144317424674
Public Rack - Ewing Ave & Indianapolis Ave,41.712353,-87.53544999999998,5,0.0002790144317424674
Public Rack - Linder & 51st,41.799981,-87.759999,5,0.0002790144317424674
Racine/Lake Corral,41.8856855,-87.65689150000001,5,0.0002790144317424674
Public Rack - Halsted St & 95th St - SE,41.721004,-87.64303099999998,4,0.00022321154539397398
Public Rack - Neenah & Dakin,41.95170800000001,-87.79074599999998,4,0.00022321154539397398
Public Rack - Pulaski Rd & 65th St,41.773551,-87.722805,4,0.00022321154539397398
Public Rack - Houston Ave & 131st St,41.656961,-87.548521,4,0.00022321154539397398
Public Rack - Wabash Ave & 87th St,41.736063,-87.622952,4,0.00022321154539397398
Public Rack - Racine Ave & 109th Pl,41.694835,-87.653041,4,0.00022321154539397398
Hastings St Depot LWS,41.863516399999995,-87.67974849999999,4,0.00022321154539397398
Public Rack - Wrightwood Metra Station,41.74891,-87.7037,4,0.00022321154539397398
Public Rack - Halsted St & 109th St,41.695655,-87.642804,4,0.00022321154539397398
Public Rack - Rockwell & 111th St,41.691359,-87.68572,4,0.00022321154539397398
Public Rack - Haft Ave & Milwaukee Ave,41.9955785,-87.7863994,4,0.00022321154539397398
Public Rack - Cicero Ave & North Ave,41.909329,-87.745838,4,0.00022321154539397398
Public Rack - Cicero Ave & Altgeld St,41.925734,-87.746414,4,0.00022321154539397398
Public Rack - Oketo & Northwest Hwy,42.000333,-87.812447,4,0.00022321154539397398
Woodlawn & 103rd,41.707338,-87.59399,4,0.00022321154539397398
Public Rack - Trebes Park,41.92238502000001,-87.65825217000001,4,0.00022321154539397398
Public Rack - Peoria St & 60th St,41.784872,-87.647482,4,0.00022321154539397398
Public Rack - Christiana Ave & Lawrence Ave,41.96854700000001,-87.71258199999998,4,0.00022321154539397398
Public Rack - Ashland Ave & 71st St,41.76577,-87.66433,4,0.00022321154539397398
Public Rack - Kilpatrick & Elston,41.970024,-87.74341000000003,4,0.00022321154539397398
Public Rack - Western Ave & 96th St,41.71862099999999,-87.681516,4,0.00022321154539397398
Public Rack - Montrose Ave & Lavergne Ave,41.960606999999996,-87.7516346,4,0.00022321154539397398
S Michigan Ave & E 118th St,41.679804,-87.620843,4,0.00022321154539397398
Public Rack - Martin Luther King Dr & 44th St,41.814445,-87.616265,4,0.00022321154539397398
Public Rack - Kolin Ave & Archer Ave,41.800514,-87.731802,4,0.00022321154539397398
Public Rack - Parkside & 63rd,41.77813200000001,-87.76303600000001,4,0.00022321154539397398
Public Rack - Wood St & 103rd St,41.706498,-87.667091,4,0.00022321154539397398
Public Rack - Lockwood Ave & Diversey Ave,41.931540999999996,-87.75904,4,0.00022321154539397398
Public Rack - Lawrence Ave & Kimball Ave,41.968277,-87.712629,4,0.00022321154539397398
Washington/Green (Green Side) Corral,41.8833012,-87.6486656,4,0.00022321154539397398
Public Rack - Kostner & Peterson,41.98993000000001,-87.737967,4,0.00022321154539397398
Public Rack - Marquette Rd & 67th St,41.773095000000005,-87.61288600000002,4,0.00022321154539397398
Public Rack - Racine Ave & 74th St,41.759439,-87.654146,4,0.00022321154539397398
Public Rack - Halsted St & 41st St,41.820147,-87.64568,4,0.00022321154539397398
Public Rack - Cottage Grove & 84th St,41.741957,-87.60483900000001,4,0.00022321154539397398
Public Rack - Ozanam Ave & Devon Ave,41.9969968,-87.8213419,4,0.00022321154539397398
Public Rack - Lee Street Beach,42.0362804,-87.6703326,4,0.00022321154539397398
N Whipple St & Irving Park Rd,41.95418900000001,-87.70444799999997,4,0.00022321154539397398
Public Rack - Menard Ave & Grand Ave,41.9197904,-87.7709818,4,0.00022321154539397398
Public Rack - Osceola Ave & Touhy Ave,42.0119181,-87.8126378,4,0.00022321154539397398
Public Rack - East End Ave & 87th St,41.737054,-87.583998,4,0.00022321154539397398
Public Rack - Forest Glen & Peterson,41.98986,-87.742921,4,0.00022321154539397398
Public Rack - Pullman Community Center,41.70428,-87.59313,4,0.00022321154539397398
Public Rack - Menard Ave & Adams Blvd,41.877684,-87.769356,4,0.00022321154539397398
Public Rack - Lawndale Ave & 63rd St,41.7787155,-87.7140552,4,0.00022321154539397398
Public Rack - Laramie Ave & Fullerton Ave,41.9240754,-87.7568589,4,0.00022321154539397398
California Ave & 29th St,41.840222,-87.694129,4,0.00022321154539397398
Public Rack - Chopin Park,41.942675,-87.761899,4,0.00022321154539397398
Madison St & Wells St,41.88199,-87.63418,4,0.00022321154539397398
Public Rack - Halsted St & 95th St - SW,41.720964,-87.643447,4,0.00022321154539397398
Public Rack - 111th St - Morgan Park Metra,41.692738000000006,-87.670569,4,0.00022321154539397398
Green St & 86th St,41.737848476733404,-87.64489978551863,4,0.00022321154539397398
Lasalle St & Washington St,41.883235099999986,-87.6321117,4,0.00022321154539397398
S Wentworth Ave & W 111th St,41.6926176,-87.6280518,4,0.00022321154539397398
Public Rack - Halsted St & 111th St,41.691838,-87.642747,4,0.00022321154539397398
Public Rack - Western Ave & 107th St,41.698728,-87.681558,4,0.00022321154539397398
Public Rack - Central Park & Bryn Mawr,41.982873,-87.719594,4,0.00022321154539397398
Public Rack - William J Onahan Public School,41.993771,-87.7925631,4,0.00022321154539397398
Public Rack - Kostner & Bryn Mawr,41.982741,-87.737548,3,0.00016740865904548045
Public Rack - Leader & Caldwell,41.991496,-87.75444699999998,3,0.00016740865904548045
Public Rack - Pulaski Rd & Flournoy St,41.8724252,-87.7253448,3,0.00016740865904548045
Public Rack - Kildare Ave & North Ave,41.909866,-87.73399000000002,3,0.00016740865904548045
Public Rack - Green St & 103rd St,41.70665,-87.643422,3,0.00016740865904548045
Public Rack - Komensky Ave & 63rd St,41.77882,-87.72359899999998,3,0.00016740865904548045
Public Rack - Jeffery Blvd & 83rd St,41.744345,-87.575043,3,0.00016740865904548045
Public Rack - Harper Ave & 63rd St,41.780728,-87.58756600000001,3,0.00016740865904548045
Public Rack - Kostner Ave & 16th St,41.8588018,-87.7343019,3,0.00016740865904548045
Public Rack - Kedzie & 103rd St - W,41.705247,-87.701424,3,0.00016740865904548045
Public Rack - Ozark Ave & Addison St,41.94507500000001,-87.820037,3,0.00016740865904548045
Public Rack - Nagle Ave & Belmont Ave,41.938201,-87.787415,3,0.00016740865904548045
Aberdeen St & 106th St,41.70121,-87.64934,3,0.00016740865904548045
Public Rack - Newcastle Ave & Belden Ave,41.921017,-87.797388,3,0.00016740865904548045
Public Rack - Commercial Ave & 89th St,41.733543,-87.551152,3,0.00016740865904548045
Public Rack - Devon Ave & Kinzua Ave,41.997459,-87.76455600000001,3,0.00016740865904548045
Public Rack - Austin & Higgins,41.973152,-87.77791,3,0.00016740865904548045
Public Rack - Kedvale Ave & Peterson Ave,41.9902168,-87.7323063,3,0.00016740865904548045
Public Rack - Cicero Ave & Wrightwood Ave,41.927944,-87.7466394,3,0.00016740865904548045
Public Rack - Ada St & 119th St,41.677326,-87.654473,3,0.00016740865904548045
